id,web_name,team,element_type,now_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,selected_by_percent,form,points_per_game,value_season,transfers_in,transfers_out,position
347,Ederson M.,13,1,5.3,1710,0,3,5,23,0,0,0,3,0,48,9,271,474.8,30.0,0.0,50.4,75,5.1,5.2,3.9,14.2,663298,1007382,GKP
348,Foden,13,3,9.2,1625,7,3,5,24,0,0,0,2,0,0,10,439,440.4,700.0,431.0,157.0,99,6.2,2.0,4.1,10.8,1647359,2775301,MID
349,Grealish,13,3,6.4,600,0,1,1,9,0,0,0,3,0,0,3,144,116.4,291.8,203.0,61.2,26,0.2,0.2,1.6,4.1,46755,57626,MID
350,Gvardiol,13,2,6.0,2468,5,0,7,37,0,0,0,1,0,0,8,422,672.0,432.4,412.0,152.0,106,22.3,3.4,3.8,17.7,3598232,4535162,DEF
351,Haaland,13,4,14.8,2480,21,3,7,38,0,0,1,2,0,0,26,750,906.4,323.4,1408.0,264.0,171,30.6,4.4,6.1,11.6,3896280,6311988,FWD
352,J.Alvarez,13,4,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,0,29544,FWD
353,João Cancelo,13,2,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,4654,78606,DEF
354,Kovačić,13,3,5.4,1677,4,2,7,25,0,0,0,5,0,0,10,399,436.4,450.2,150.0,103.8,80,1.2,1.2,3.3,14.8,722552,740083,MID
355,Lewis,13,2,4.3,1699,1,2,4,25,0,0,0,3,1,0,1,243,272.8,198.9,131.0,60.2,56,4.1,1.8,2.4,13.0,2531968,2290905,DEF
356,Matheus N.,13,3,4.9,1040,0,4,4,17,0,0,0,3,0,0,2,224,228.6,319.7,126.0,67.5,45,0.1,1.2,2.4,9.2,77634,76347,MID
357,McAtee,13,3,4.6,123,2,0,0,3,0,0,0,0,0,0,0,68,72.2,19.3,70.0,16.0,20,0.1,1.6,2.0,4.3,20652,20989,MID
358,Ortega Moreno,13,1,5.2,900,0,0,2,17,0,0,0,1,0,28,0,107,246.4,0.0,0.0,24.7,26,0.6,0.2,2.6,5.0,51716,93143,GKP
360,Rodrigo,13,3,6.2,65,0,0,0,0,0,0,0,0,0,0,0,18,10.8,17.1,0.0,2.8,2,0.8,0.0,1.0,0.3,39925,421689,MID
361,Rúben,13,2,5.4,1459,0,0,5,17,1,0,0,3,0,0,1,213,289.8,130.9,89.0,51.0,44,2.3,2.0,2.4,8.1,366157,605589,DEF
362,Stones,13,2,5.3,544,2,0,1,11,0,0,0,1,0,0,2,92,155.6,49.8,70.0,27.4,29,1.0,1.4,2.6,5.5,196652,355415,DEF
363,Walker,13,2,5.1,966,0,0,0,21,0,0,0,3,0,0,0,63,157.4,147.7,29.0,33.5,13,2.6,0.0,0.9,2.5,187185,904491,DEF
571,Savinho,13,3,6.2,1561,1,10,6,25,0,0,0,3,0,0,12,382,362.8,578.7,597.0,154.1,91,2.7,2.8,3.8,14.7,1300909,1114599,MID
607,O’Reilly,13,3,4.9,21,0,0,0,0,0,0,0,0,0,0,0,6,8.0,1.1,2.0,1.1,2,0.0,0.2,1.0,0.4,1653,2243,MID
625,Gündogan,13,3,6.3,1528,0,3,4,25,0,0,0,1,0,0,2,300,232.4,539.4,178.0,95.0,55,0.4,3.0,2.2,8.7,145582,139543,MID
626,Kaboré,13,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,491,789,DEF
671,Wright,13,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2083,1883,MID
672,Simpson-Pusey,13,2,4.0,95,0,0,0,2,0,0,0,1,0,0,0,7,19.6,2.2,2.0,2.4,1,0.0,0.0,0.5,0.2,6083,4570,DEF
675,Wilson-Esbrand,13,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2181,2146,DEF
698,Mubama,13,4,4.5,27,0,0,0,0,0,0,0,0,0,0,0,2,0.2,0.1,5.0,0.5,1,0.1,0.0,1.0,0.2,31955,21294,FWD
703,Alleyne,13,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,947,676,DEF
704,Brits,13,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,847,552,GKP
732,Khusanov,13,2,5.0,503,0,0,2,6,1,0,0,1,0,0,0,78,102.0,33.9,4.0,14.1,14,0.6,2.8,2.3,2.8,78831,16262,DEF
733,Vitor Reis,13,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1657,1114,DEF
736,Guardiola,13,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,36,8.2,5.2,0.0,24.0,27911,16888,
755,Marmoush,13,4,7.3,474,4,1,2,9,0,0,0,0,0,0,6,176,171.0,141.9,123.0,43.6,38,12.5,6.8,5.4,5.2,1740786,355402,FWD
765,N.Gonzalez,13,3,6.0,391,0,0,3,4,0,0,0,1,0,0,0,48,48.4,44.9,25.0,11.5,12,0.0,2.4,2.4,2.0,6459,2291,MID
785,Echeverri,13,3,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,390,131,MID
364,Amad,14,3,5.3,1591,6,7,6,25,0,0,0,3,0,0,14,462,516.8,552.3,477.0,154.7,107,4.8,0.0,4.9,20.2,3935087,3869048,MID
365,Antony,14,3,5.7,135,0,0,0,2,0,0,0,0,0,0,0,37,35.0,50.7,74.0,15.8,8,0.2,0.0,1.0,1.4,18431,38367,MID
366,B.Fernandes,14,3,8.6,2375,8,11,8,37,0,0,0,2,2,0,25,666,857.0,1021.1,484.0,235.8,152,18.3,9.6,5.4,17.7,3851101,3848291,MID
367,Bayindir,14,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,10941,15410,GKP
368,Casemiro,14,3,4.7,1118,1,0,3,18,0,0,0,2,0,0,3,236,350.4,276.2,184.0,81.1,39,0.4,1.4,2.1,8.3,124600,157595,MID
369,Dalot,14,2,5.0,2486,0,3,7,39,0,0,0,4,0,0,9,299,424.8,327.0,224.0,97.3,83,5.6,4.0,3.0,16.6,1423378,1742498,DEF
370,Eriksen,14,3,5.2,776,0,1,4,9,0,0,0,2,0,0,0,145,125.6,294.8,32.0,45.3,30,0.2,1.2,1.9,5.8,24653,36930,MID
371,Evans,14,2,4.4,288,0,0,1,2,0,0,0,1,0,0,3,62,51.0,4.1,6.0,6.1,14,0.1,0.0,2.3,3.2,8931,17570,DEF
372,Garnacho,14,3,5.9,1633,4,3,4,26,0,0,0,1,0,0,4,265,312.0,325.5,701.0,133.0,78,4.9,3.4,2.8,13.2,1215417,2475586,MID
373,Hannibal,14,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1740,11849,MID
374,Heaton,14,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,18724,21185,GKP
375,Højlund,14,4,6.9,1429,3,1,3,25,0,0,0,2,0,0,5,192,135.6,183.6,258.0,57.0,57,1.0,2.6,2.4,8.3,454235,456391,FWD
376,Lindelof,14,2,4.3,240,0,0,1,2,0,0,0,1,0,0,0,41,55.0,37.1,6.0,9.9,13,0.1,1.8,1.6,3.0,3842,17617,DEF
377,Maguire,14,2,4.9,1354,1,0,2,22,0,0,0,7,0,0,3,173,344.2,78.2,135.0,56.0,35,0.6,2.2,1.8,7.1,77962,105930,DEF
378,Mainoo,14,3,5.2,1282,0,0,5,20,0,0,0,5,0,0,0,186,154.8,211.9,99.0,46.9,32,1.8,0.0,1.8,6.2,152729,622285,MID
379,Malacia,14,2,4.4,99,0,0,0,1,0,0,0,1,0,0,0,2,5.2,13.9,0.0,1.7,2,0.0,0.0,0.7,0.5,2894,3703,DEF
380,Martinez,14,2,4.3,1751,2,1,6,27,0,0,0,7,0,0,5,293,426.6,153.9,158.0,73.8,68,2.4,0.0,3.4,15.8,446128,777303,DEF
381,McTominay,14,3,4.9,17,0,0,0,1,0,0,0,0,0,0,0,4,3.2,0.3,5.0,0.9,2,0.1,0.0,1.0,0.4,6691,93322,MID
382,Mount,14,3,6.3,243,0,0,1,4,0,0,0,2,0,0,0,16,20.8,55.2,43.0,11.8,8,0.1,0.0,1.0,1.3,6768,27261,MID
383,Onana,14,1,5.0,2610,0,0,8,40,0,1,0,0,0,80,5,381,658.0,13.0,0.0,67.1,101,5.8,3.6,3.5,20.2,1150749,1267589,GKP
384,Pellistri,14,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,61,1924,MID
387,Shaw,14,2,4.9,68,0,0,0,0,0,0,0,0,0,0,0,19,16.6,2.6,0.0,2.0,2,0.1,0.0,1.0,0.4,5234,66603,DEF
389,Zirkzee,14,4,6.5,1235,3,2,3,21,0,0,0,2,0,0,6,200,214.8,203.3,308.0,72.1,60,1.8,1.6,2.1,9.2,535225,660288,FWD
572,Yoro,14,2,4.3,695,0,0,0,15,0,0,0,3,0,0,0,42,126.4,18.8,48.0,19.4,12,0.2,0.4,0.9,2.8,40413,45192,DEF
593,De Ligt,14,2,4.8,1995,2,0,4,33,0,0,0,3,0,0,3,303,484.2,88.2,268.0,84.5,66,3.4,3.6,2.4,13.8,616905,793983,DEF
594,Mazraoui,14,2,4.3,2216,0,1,6,33,0,0,0,2,0,0,4,324,472.2,248.6,109.0,82.8,72,8.5,2.2,2.5,16.7,3028731,2681350,DEF
613,Collyer,14,3,4.5,174,0,0,0,2,0,0,0,0,0,0,0,40,40.4,29.9,8.0,7.9,6,0.0,0.4,1.0,1.3,13482,11605,MID
648,Wheatley,14,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.1,0.0,0.0,0.0,465169,387154,FWD
652,Ugarte,14,3,4.9,1321,1,0,3,21,1,0,0,8,0,0,1,215,224.0,133.7,71.0,42.7,34,0.1,2.6,1.6,6.9,34913,29653,MID
658,Heaven,14,2,4.0,95,0,0,0,1,0,0,0,0,0,0,0,20,28.2,0.7,2.0,3.1,2,0.1,0.4,1.0,0.5,13091,6932,DEF
667,Fletcher,14,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1323,1068,MID
670,Amass,14,2,4.0,21,0,0,0,0,0,0,0,0,0,0,0,1,7.8,1.0,0.0,0.9,1,0.0,0.2,1.0,0.2,4450,3379,DEF
673,Fitzgerald,14,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,651,526,MID
691,Kukonki,14,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,850,786,DEF
745,Amorim,14,5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,4.7,6.8,0.0,53.8,32278,22758,
761,Harrison,14,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,395,142,GKP
766,Dorgu,14,2,4.5,222,0,0,0,5,0,0,0,1,1,0,0,8,28.8,35.3,31.0,9.5,-1,0.2,-0.2,-0.3,-0.2,36303,20428,DEF
776,Obi,14,4,4.5,26,0,0,0,0,0,0,0,1,0,0,0,5,1.2,1.8,2.0,0.4,2,0.2,0.4,0.7,0.4,22520,5960,FWD
777,Fredricson,14,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,146,73,DEF
778,Moorhouse,14,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,97,45,MID
779,Koné,14,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,273,114,MID
783,Graczyk,14,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,104,24,GKP
788,Dermot Mee,14,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,60,8,GKP
390,A.Murphy,15,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,83269,121834,DEF
391,Almirón,15,3,5.4,150,0,0,0,3,0,0,0,0,0,0,0,36,15.2,40.9,57.0,11.3,10,0.3,0.0,1.1,1.9,42668,117938,MID
392,Barnes,15,3,5.9,893,5,2,2,14,0,0,0,0,0,0,9,253,283.8,205.6,369.0,86.0,73,1.0,2.0,3.2,12.4,708554,703176,MID
393,Botman,15,2,4.4,225,0,0,1,3,0,0,0,1,0,0,0,32,41.8,2.6,13.0,5.8,7,0.0,0.0,2.3,1.6,15328,14122,DEF
394,Bruno G.,15,3,6.1,2424,3,6,9,35,0,0,0,4,0,0,9,507,532.6,578.8,262.0,137.6,103,2.0,4.0,3.7,16.9,280292,436462,MID
395,Burn,15,2,4.4,2430,0,0,9,36,1,0,0,8,0,0,5,307,496.8,67.9,176.0,74.3,73,6.2,1.8,2.7,16.6,790607,1725587,DEF
396,Dúbravka,15,1,4.2,900,0,0,5,12,0,0,0,0,0,29,2,160,220.2,0.0,0.0,22.0,44,2.2,0.2,4.4,10.5,430973,323456,GKP
398,Gordon,15,3,7.4,2107,6,6,9,30,0,0,1,2,0,0,9,439,520.4,728.2,630.0,188.0,113,8.6,1.5,4.3,15.3,3288617,4917443,MID
399,Hall,15,2,4.8,2188,0,7,8,31,0,0,0,3,0,0,11,443,561.6,561.2,128.0,125.3,102,10.0,2.5,3.8,21.2,3441313,2907978,DEF
400,Hayden,15,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,11061,14498,MID
401,Isak,15,4,9.3,2053,19,5,8,33,0,0,0,1,0,0,31,700,872.6,471.6,976.0,231.3,169,51.9,4.2,6.8,18.2,7558240,7722813,FWD
402,J.Murphy,15,3,5.0,1676,5,8,7,24,0,0,0,3,0,0,5,369,458.8,399.2,362.0,121.8,101,3.3,3.2,4.0,20.2,1000858,849492,MID
403,Joelinton,15,3,6.0,2005,4,1,8,26,0,0,0,9,0,0,11,289,396.4,321.0,397.0,111.7,79,1.1,0.8,3.3,13.2,447962,507265,MID
404,Kelly,15,2,4.2,299,0,1,0,6,0,0,0,2,0,0,0,40,80.6,29.0,20.0,12.6,12,0.1,0.0,1.2,2.9,10682,20365,DEF
405,Krafth,15,2,4.3,241,0,0,1,2,0,0,0,0,0,0,0,36,44.2,10.9,11.0,6.6,11,0.1,0.2,2.8,2.6,12332,20565,DEF
406,Kuol,15,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,11055,10762,MID
407,Lascelles,15,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1041,1021,DEF
408,Lewis,15,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,11493,41755,DEF
409,Livramento,15,2,4.5,1935,0,0,6,31,0,0,0,1,0,0,3,285,384.4,215.9,57.0,65.8,65,1.7,2.2,2.4,14.4,414018,413323,DEF
410,Longstaff,15,3,4.5,734,0,1,2,11,0,0,0,2,0,0,0,117,104.4,75.8,76.0,25.7,30,0.4,0.8,1.4,6.7,83208,158913,MID
411,Miley,15,3,5.0,188,1,0,0,4,0,0,0,0,0,0,1,64,72.0,21.8,43.0,13.7,15,0.0,2.5,1.9,3.0,2404,1979,MID
412,Odysseas,15,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,3680,10733,GKP
413,Pope,15,1,4.9,1620,0,0,4,26,0,0,0,2,0,59,2,216,428.4,0.0,0.0,42.7,56,3.3,2.0,3.1,11.4,673596,1106747,GKP
414,Ruddy,15,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.3,0.0,0.0,0.0,23170,26912,GKP
415,Schär,15,2,5.4,2052,2,0,7,33,0,0,0,5,1,0,0,263,497.0,73.2,172.0,73.8,66,1.5,2.0,2.8,12.2,377911,459263,DEF
416,Targett,15,2,3.9,12,0,0,0,0,0,0,0,0,0,0,0,3,2.4,1.0,0.0,0.3,1,0.3,0.0,1.0,0.3,36320,57107,DEF
417,Tonali,15,3,5.5,1725,1,1,7,25,0,0,0,5,0,0,2,287,292.6,225.4,192.0,71.0,56,0.4,2.0,2.2,10.2,114129,94275,MID
418,Trippier,15,2,5.6,688,0,0,3,10,0,0,0,1,0,0,4,127,120.0,163.6,15.0,30.0,34,3.4,2.2,2.0,6.1,177480,1186848,DEF
419,White,15,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,12007,43229,MID
420,Willock,15,3,4.7,801,0,2,3,14,0,0,0,2,0,0,0,117,138.8,223.3,126.0,48.6,38,0.1,2.2,1.5,8.1,40835,46559,MID
421,Wilson,15,4,6.9,156,0,0,0,6,0,0,0,1,0,0,0,14,3.2,2.6,29.0,2.9,8,0.1,1.2,1.0,1.2,15019,16810,FWD
574,Pivas,15,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,2653,11659,DEF
590,Osula,15,4,4.9,65,0,0,0,3,0,0,0,0,0,0,0,26,6.2,10.4,4.0,2.1,10,0.2,0.2,1.0,2.0,26124,31117,FWD
746,Howe,15,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,29,3.0,4.8,0.0,19.3,8847,9006,
789,Neave,15,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,225,37,FWD
26,Alex Moreno,16,2,4.2,812,0,1,3,15,0,0,0,2,0,0,1,105,165.8,83.8,27.0,27.6,31,0.4,0.0,2.4,7.4,100661,135781,DEF
422,Aina,16,2,5.4,2531,2,1,12,32,0,0,0,2,0,0,15,446,508.8,205.8,75.0,79.0,122,29.6,2.8,4.2,22.6,4741072,1694189,DEF
423,Anderson,16,3,5.0,1978,1,6,11,28,0,0,0,6,0,0,5,412,488.0,512.1,221.0,122.4,83,0.3,2.8,3.0,16.6,66816,59954,MID
424,Awoniyi,16,4,5.5,263,1,0,0,8,0,0,0,0,0,0,0,76,56.4,36.5,113.0,19.9,27,0.3,0.6,1.2,4.9,52654,118405,FWD
425,Boly,16,2,4.2,131,0,0,0,1,0,0,0,1,0,0,0,23,42.8,0.2,17.0,6.0,5,0.1,0.0,1.0,1.2,11431,27597,DEF
426,Bowler,16,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1220,6518,MID
427,C.Miguel,16,1,4.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,13194,36979,GKP
428,Da Silva Moreira,16,3,4.3,28,0,0,0,0,0,0,0,0,0,0,0,9,5.2,0.3,0.0,0.6,2,0.1,0.0,1.0,0.5,17299,18203,MID
429,Danilo,16,3,4.7,168,0,0,1,3,0,0,0,0,0,0,0,32,17.4,2.7,0.0,2.0,8,0.0,0.8,1.6,1.7,2817,6634,MID
430,Dennis,16,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,49670,62819,FWD
431,Dominguez,16,3,4.8,1387,0,0,6,20,0,0,0,8,0,0,0,196,275.8,168.4,161.0,60.5,36,0.0,1.8,1.4,7.5,6285,7264,MID
432,Elanga,16,3,5.3,1841,5,8,11,25,0,0,0,1,0,0,10,402,482.2,586.0,405.0,147.7,118,6.4,5.2,4.1,22.3,1279637,800088,MID
433,Gibbs-White,16,3,6.6,2019,5,10,11,24,0,0,0,6,1,0,12,458,529.8,609.7,496.0,163.6,118,8.0,4.6,4.7,17.9,1402515,1005590,MID
434,Hudson-Odoi,16,3,5.2,1893,5,3,11,17,0,0,0,2,0,0,7,403,401.2,557.2,347.0,130.2,95,2.2,5.0,3.8,18.3,525064,629547,MID
435,Mighten,16,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,689,4191,MID
436,Murillo,16,2,4.7,2478,1,0,11,35,0,0,0,5,0,0,13,426,688.6,171.2,146.0,100.7,102,3.7,3.2,3.6,21.7,790902,465668,DEF
437,N.Williams,16,2,4.4,1778,1,1,9,20,0,0,0,4,0,0,5,315,391.2,159.3,190.0,74.2,84,3.1,3.4,3.2,19.1,450156,172684,DEF
438,O.Richards,16,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,33,4903,DEF
439,O'Brien,16,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,128,MID
440,Omobamidele,16,2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1747,6574,DEF
441,Panzo,16,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,137,DEF
442,Sangaré,16,3,4.3,270,0,1,1,2,0,0,0,2,0,0,0,49,63.8,29.2,21.0,11.4,11,1.3,0.6,1.6,2.6,308757,394153,MID
443,Sels,16,1,5.1,2610,0,1,12,35,0,0,0,2,0,89,10,423,695.8,10.1,0.0,71.0,125,18.7,3.6,4.3,24.5,2841065,986631,GKP
444,Toffolo,16,2,4.2,45,0,0,0,1,0,0,0,0,0,0,0,8,18.2,3.3,6.0,2.8,3,0.1,0.0,1.0,0.7,2789,7765,DEF
446,Ui-jo,16,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.8,0.0,0.0,0.0,317328,406640,FWD
447,Wood,16,4,7.3,2343,18,3,14,29,0,0,0,1,0,0,37,668,744.0,225.4,762.0,173.3,174,48.7,4.0,6.0,23.8,8456811,3745680,FWD
448,Worrall,16,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,71,5332,DEF
449,Yates,16,3,4.8,1537,2,1,5,20,0,0,0,8,0,0,3,242,256.6,203.0,240.0,70.2,53,0.1,1.4,2.0,11.0,59876,66191,MID
573,Milenković,16,2,4.9,2520,4,2,12,34,0,0,0,4,0,0,2,401,603.4,72.8,303.0,97.7,120,9.7,5.6,4.3,24.5,1559797,536351,DEF
596,Jota Silva,16,3,5.9,708,2,2,1,16,0,0,0,4,0,0,0,177,176.6,170.6,171.0,52.0,42,0.1,1.4,1.7,7.1,18519,25082,MID
620,Sosa,16,3,5.5,229,1,0,1,5,0,0,0,1,0,0,0,79,77.2,88.0,94.0,25.8,20,0.1,0.0,1.4,3.6,7171,6898,MID
653,Morato,16,2,4.5,616,0,0,3,8,0,0,0,1,0,0,2,123,164.2,5.2,5.0,17.6,34,0.1,0.4,1.7,7.6,14878,9922,DEF
706,Abbott,16,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4490,2307,DEF
721,Hennessey,16,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,3080,1426,GKP
747,Nuno,16,5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,43,7.6,5.6,0.0,39.1,45398,20843,
14,Ramsdale,17,1,4.4,1890,0,0,2,50,0,0,0,2,0,91,5,201,673.0,0.0,0.0,67.4,57,1.2,1.6,2.7,13.0,304672,299350,GKP
27,Archer,17,4,4.9,1166,2,0,1,28,0,0,1,0,0,0,4,116,102.6,63.5,311.0,47.5,46,1.3,1.2,1.8,9.4,538839,555141,FWD
188,Ugochukwu,17,3,4.4,1022,0,1,0,28,0,0,0,4,0,0,0,128,167.4,149.2,40.0,35.6,26,0.3,1.2,1.4,5.9,70847,73528,MID
397,Fraser,17,3,4.8,303,0,0,0,12,0,0,0,0,1,0,0,31,35.8,26.8,13.0,6.7,7,0.0,0.0,0.9,1.5,2537,4873,MID
451,Amo-Ameyaw,17,3,4.4,26,0,0,0,0,0,0,0,1,0,0,0,1,4.0,16.1,6.0,2.6,1,0.1,0.0,0.5,0.2,24416,28807,MID
452,Aribo,17,3,4.9,1821,3,0,1,51,0,0,0,1,0,0,7,360,355.4,275.2,235.0,86.8,67,0.1,2.0,2.4,13.7,20547,20073,MID
453,Armstrong,17,4,5.1,1246,2,3,2,35,0,0,1,4,0,0,2,145,154.4,143.7,262.0,56.0,45,0.6,0.0,2.2,8.8,273688,387649,FWD
454,Bazunu,17,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,2973,25807,GKP
455,Bednarek,17,2,4.0,1901,2,0,2,45,0,0,0,5,0,0,2,210,599.6,63.6,67.0,72.9,47,2.4,0.6,2.0,11.8,624093,518041,DEF
456,Bella-Kotchap,17,2,3.9,329,0,0,0,13,0,0,0,0,0,0,0,7,64.6,2.3,4.0,7.0,2,0.4,0.4,0.5,0.5,59907,56270,DEF
457,Bree,17,2,3.9,886,0,1,0,28,0,0,0,0,0,0,0,64,167.4,152.1,41.0,36.0,15,0.4,0.2,1.1,3.8,65671,48300,DEF
458,Charles,17,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1091,7743,MID
459,Edozie,17,3,4.9,64,0,0,0,0,0,0,0,1,0,0,0,6,9.8,19.0,22.0,5.1,1,0.0,0.0,0.5,0.2,463,2665,MID
460,Edwards,17,2,3.9,12,0,0,0,1,0,0,0,0,0,0,0,-1,5.0,0.1,0.0,0.5,1,0.2,0.0,1.0,0.3,41084,41930,DEF
461,Harwood-Bellis,17,2,4.0,2119,1,0,2,51,0,0,0,7,0,0,2,200,570.2,171.7,215.0,95.9,42,5.6,0.6,1.6,10.5,822638,1216637,DEF
462,Kamaldeen,17,3,5.0,734,1,1,0,26,0,0,0,0,0,0,2,110,107.4,105.6,158.0,36.9,33,0.0,3.4,1.9,6.6,5458,3173,MID
