id,web_name,team,element_type,now_cost,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,total_points,selected_by_percent,form,points_per_game,value_season,transfers_in,transfers_out,position
705,Arthur,4,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2854,1449,DEF
752,Frank,4,5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41,0.9,6.6,0.0,51.2,26127,21044,
757,Kayode,4,2,4.5,30,0,0,0,1,0,0,0,0,0,0,0,16,10.4,24.9,6.0,4.2,4,0.0,0.6,1.0,0.9,926,571,DEF
759,Eyestone,4,1,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,396,145,GKP
780,Morgan,4,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1784,437,FWD
786,Benjamin Fredrick,4,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,37,5,DEF
113,Adingra,5,3,5.1,613,2,1,1,13,0,0,0,0,0,0,0,128,144.0,127.1,174.0,44.4,39,0.3,0.8,1.9,7.6,116942,154846,MID
114,Baker-Boaitey,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,534,MID
115,Baleba,5,3,5.0,1948,2,1,7,25,0,0,0,6,1,0,4,328,346.2,276.6,165.0,78.8,61,0.2,2.0,2.4,12.2,63982,57926,MID
116,Barco,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2.1,0.0,0.0,0.0,34254,1995517,DEF
118,Cozier-Duberry,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1560,13708,MID
119,Dahoud,5,3,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,380,2982,MID
120,Dunk,5,2,4.2,1560,0,1,4,30,1,0,0,4,0,0,0,188,332.2,100.8,79.0,51.2,38,2.4,0.0,2.0,9.0,730733,978391,DEF
122,Estupiñan,5,2,4.9,1689,1,1,2,28,0,0,0,3,0,0,6,245,365.2,432.1,105.0,90.4,51,0.9,3.0,2.3,10.4,400771,352055,DEF
124,Gilmour,5,3,5.0,97,0,0,0,1,0,0,0,0,0,0,0,21,11.4,11.9,2.0,2.5,3,0.0,0.0,1.5,0.6,2640,16610,MID
125,Gross,5,3,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,8255,MID
126,Hinshelwood,5,3,4.9,1252,2,1,5,19,0,0,0,3,0,0,5,224,207.6,150.6,112.0,47.3,50,0.1,4.5,2.9,10.2,25319,25449,MID
127,I.Osman,5,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1151,MID
128,Igor,5,2,4.3,900,0,0,1,16,0,0,0,4,0,0,0,103,182.2,40.5,4.0,22.7,17,0.1,0.0,1.4,4.0,13359,20608,DEF
129,João Pedro,5,4,5.6,1698,8,6,6,21,0,0,0,4,0,0,23,441,475.2,360.7,560.0,139.0,111,14.9,7.5,4.8,19.8,5519084,5788518,FWD
130,Kozlowski,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,97,MID
131,Lamptey,5,2,4.4,762,2,2,2,20,0,0,0,0,0,0,1,99,192.0,95.1,48.0,33.6,40,0.3,2.0,3.1,9.1,88381,80609,DEF
132,March,5,3,6.5,37,0,0,0,0,0,0,0,1,0,0,0,13,9.6,5.5,6.0,2.1,3,0.0,0.5,0.8,0.5,6728,5650,MID
133,Mazilu,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,720,4115,MID
134,Milner,5,3,5.0,169,0,0,1,1,0,0,0,1,0,0,0,24,28.6,66.3,12.0,10.7,5,0.0,0.0,1.7,1.0,4824,10830,MID
135,Minteh,5,3,5.0,1257,5,4,3,22,0,0,0,6,0,0,6,308,414.6,326.1,448.0,119.1,76,1.9,3.0,3.2,15.2,487445,418363,MID
136,Mitoma,5,3,6.5,2312,7,4,6,33,0,0,0,1,0,0,12,425,520.0,506.2,703.0,173.1,118,9.9,3.2,4.1,18.2,2905250,2247643,MID
137,Moder,5,3,4.4,9,0,0,0,0,0,0,0,0,0,0,0,17,15.8,36.0,2.0,5.4,4,0.4,0.0,1.0,0.9,173459,172735,MID
138,O’Mahony,5,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,31158,73484,FWD
139,Offiah,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,2639,13636,DEF
140,Peupion,5,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,10268,11990,MID
141,Sarmiento,5,3,4.9,8,0,0,0,0,0,0,0,0,0,0,0,3,0.2,0.8,0.0,0.1,1,0.0,0.0,1.0,0.2,354,2963,MID
142,Steele,5,1,4.1,180,0,0,1,1,0,0,0,0,0,3,1,46,40.4,0.0,0.0,4.1,9,0.7,0.0,4.5,2.2,298299,343499,GKP
143,Undav,5,4,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,1473,FWD
144,Van Hecke,5,2,4.5,2330,1,1,6,34,0,0,0,5,0,0,6,350,606.0,211.1,149.0,96.7,77,1.2,4.5,2.9,17.1,290047,208805,DEF
145,Veltman,5,2,4.3,1642,0,0,6,23,0,0,0,4,0,0,7,247,269.2,143.8,59.0,47.4,58,1.3,0.0,3.1,13.5,643260,642875,DEF
146,Verbruggen,5,1,4.5,2430,0,1,6,41,0,0,0,5,0,66,5,294,622.6,10.0,0.0,63.3,82,2.9,2.8,3.0,18.2,694251,458146,GKP
147,Webster,5,2,4.3,615,0,0,3,8,0,0,0,0,0,0,0,121,155.8,41.2,31.0,22.7,26,0.1,2.8,2.4,6.0,14208,14677,DEF
148,Welbeck,5,4,5.5,1482,7,4,6,23,0,0,0,2,0,0,15,337,378.0,228.4,452.0,105.9,92,5.9,2.2,4.2,16.7,3933254,3723170,FWD
149,Wieffer,5,3,4.7,483,1,2,1,12,0,0,0,4,0,0,3,113,159.6,104.9,57.0,31.7,30,0.1,0.5,1.8,6.4,16464,21576,MID
595,Gruda,5,3,5.4,380,0,1,1,9,0,0,0,0,0,0,0,68,82.4,144.5,96.0,32.2,19,0.0,1.2,1.5,3.5,2262,4687,MID
600,Ayari,5,3,5.0,1437,0,1,6,16,0,0,0,3,0,0,0,241,236.6,399.3,171.0,80.6,47,0.0,2.5,1.9,9.4,6165,6052,MID
601,Moran,5,3,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,24,533,MID
615,Rushworth,5,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,9608,8622,GKP
618,Georginio,5,3,5.1,1651,5,6,6,29,0,0,0,2,0,0,1,288,355.4,281.8,404.0,103.0,95,0.6,5.0,3.4,18.6,356398,305153,MID
628,F.Kadıoğlu,5,2,4.4,385,1,0,2,8,0,0,0,1,0,0,0,59,116.4,83.7,40.0,24.0,19,0.1,0.0,3.2,4.3,73943,71748,DEF
629,O'Riley,5,3,5.5,468,1,1,2,11,1,0,0,1,0,0,2,113,107.6,156.7,113.0,37.7,25,0.0,0.0,2.1,4.5,18135,16554,MID
663,Samuels,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,5264,5026,DEF
668,Cahill,5,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.1,0.0,0.0,0.0,181041,73559,GKP
681,McConville,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1473,1466,DEF
685,Slater,5,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2163,1574,DEF
714,Gómez,5,3,5.5,251,0,0,0,7,0,0,0,0,0,0,0,51,50.6,59.1,11.0,12.1,9,0.0,1.5,1.3,1.6,1744,881,MID
739,Hürzeler,5,5,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,54,2.9,8.2,0.0,49.1,58837,25908,
758,Knight,5,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,372,164,MID
763,Cashin,5,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1241,539,DEF
150,Andrey Santos,6,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,630,MID
151,Ângelo,6,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,5940,30353,MID
153,B.Badiashile,6,2,4.2,332,0,0,0,5,0,0,0,0,0,0,0,35,66.0,12.6,0.0,7.9,7,0.1,0.5,1.4,1.7,12182,21567,DEF
154,Bergström,6,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.3,0.0,0.0,0.0,24088,24565,GKP
155,Bettinelli,6,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.4,0.0,0.0,0.0,32831,32118,GKP
157,Caicedo,6,3,4.9,2541,1,3,7,36,0,0,0,9,0,0,3,477,488.4,445.9,74.0,100.8,73,1.0,2.2,2.5,14.9,282792,274094,MID
158,Casadei,6,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,23729,30486,MID
159,Chalobah,6,2,4.4,1355,3,1,3,20,0,0,0,1,0,0,8,259,374.8,89.5,164.0,63.1,67,0.8,0.5,3.7,15.2,245143,195341,DEF
161,Chukwuemeka,6,3,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4843,8714,MID
162,Colwill,6,2,4.4,2430,1,1,6,35,0,0,0,7,0,0,3,317,534.0,179.8,101.0,81.7,72,3.6,5.5,2.7,16.4,1051402,776654,DEF
163,Cucurella,6,2,5.2,2255,4,2,5,32,0,0,0,6,1,0,9,365,479.6,272.8,248.0,100.2,93,9.3,8.2,3.4,17.9,1525196,1241364,DEF
164,D.D.Fofana,6,4,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,4727,15307,FWD
165,Deivid,6,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,17623,22919,FWD
166,Dewsbury-Hall,6,3,5.5,193,0,1,0,3,0,0,0,0,0,0,1,49,40.2,36.0,19.0,9.5,14,0.1,0.5,1.6,2.5,7673,27590,MID
168,Enzo,6,3,4.7,2136,4,6,5,31,0,0,0,6,0,0,6,494,554.6,861.0,373.0,179.2,93,4.1,4.5,3.4,19.8,1637897,1404166,MID
169,Gallagher,6,3,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,1567,72724,MID
170,Gilchrist,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,7494,DEF
171,Gusto,6,2,4.9,1545,0,1,2,24,0,0,0,3,0,0,0,187,263.2,271.5,123.0,65.9,41,1.4,2.0,1.7,8.4,340828,532475,DEF
172,James,6,2,4.8,678,1,1,0,12,0,0,0,1,0,0,1,109,136.8,134.4,17.0,28.9,24,0.9,0.8,2.2,5.0,212092,144042,DEF
173,Kellyman,6,3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,13684,10920,MID
174,Lavia,6,3,4.5,538,0,1,1,10,0,0,0,4,0,0,0,84,91.2,100.5,5.0,19.8,16,0.4,0.2,1.5,3.6,188992,262409,MID
175,Lukaku,6,4,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,8049,61636,FWD
176,M.Sarr,6,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,457,DEF
177,Madueke,6,3,6.0,1449,7,4,3,23,0,0,0,3,0,0,12,338,416.8,353.7,801.0,157.2,100,3.2,0.0,4.3,16.7,2461898,2351898,MID
178,Marc Guiu,6,4,4.7,71,0,0,0,2,0,0,0,0,0,0,0,11,4.4,11.8,6.0,2.2,3,0.5,0.0,1.0,0.6,112984,157615,FWD
179,Mudryk,6,3,6.1,145,0,0,0,2,0,0,0,0,0,0,0,26,23.2,31.5,31.0,8.5,7,0.2,0.0,1.0,1.1,18323,43481,MID
180,N.Jackson,6,4,7.7,1735,9,6,8,19,0,0,0,5,0,0,15,402,501.8,318.7,854.0,167.8,108,6.3,0.0,4.7,14.0,5240525,5003474,FWD
181,Nkunku,6,3,5.7,856,3,2,2,16,0,0,0,2,0,0,5,193,229.2,189.9,328.0,74.6,58,2.8,4.5,2.3,10.2,417706,1672623,MID
182,Palmer,6,3,10.9,2442,14,8,6,35,0,0,1,4,0,0,31,785,881.0,1006.0,844.0,273.4,181,52.9,1.5,6.5,16.6,6818463,5099119,MID
183,Petrović,6,1,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,2753,64655,GKP
184,Renato Veiga,6,3,4.4,176,0,0,1,2,0,0,0,2,0,0,0,22,30.4,9.2,19.0,5.9,7,0.1,0.0,1.0,1.6,41967,45139,MID
185,Sánchez,6,1,4.5,2070,0,0,5,28,0,1,0,5,0,78,9,315,605.0,10.0,0.0,61.4,86,6.8,3.0,3.7,19.1,2229515,1890050,GKP
187,Tosin,6,2,4.2,1086,1,1,4,12,0,0,0,2,0,0,4,210,280.2,43.6,84.0,41.1,50,0.5,4.5,3.1,11.9,89917,66346,DEF
189,W.Fofana,6,2,4.3,1172,0,0,2,13,0,0,0,7,0,0,2,162,200.2,85.0,33.0,31.9,26,0.3,1.8,1.9,6.0,85031,106826,DEF
386,Sancho,6,3,6.2,1424,2,5,4,22,0,0,0,1,0,0,3,304,262.8,406.7,299.0,96.7,68,1.0,2.2,3.0,11.0,499310,477445,MID
560,Neto,6,3,6.3,1524,3,4,4,19,0,0,0,7,0,0,5,271,323.6,480.0,360.0,116.4,69,2.2,5.0,2.7,11.0,490448,380413,MID
575,Wiley,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,3873,DEF
581,Jørgensen,6,1,4.2,540,0,0,1,9,0,0,0,0,0,20,0,59,157.6,0.0,0.0,15.9,18,0.9,2.0,3.0,4.3,120136,63826,GKP
621,João Félix,6,3,5.9,362,1,2,1,4,0,0,0,2,0,0,0,90,88.0,95.4,141.0,32.3,24,0.4,0.0,2.0,4.1,163911,169792,MID
695,Rak-Sakyi,6,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,494,345,MID
696,George,6,3,4.5,84,0,1,0,0,0,0,0,1,0,0,0,25,32.0,60.9,23.0,11.5,7,0.0,1.5,1.4,1.6,1674,835,MID
697,Acheampong,6,2,4.0,168,0,0,0,3,0,0,0,1,0,0,0,8,13.6,2.5,13.0,2.9,4,0.1,0.2,1.0,1.0,12546,7778,DEF
740,Maresca,6,5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,31,1.9,5.5,0.0,20.7,65466,33231,
771,Amougou,6,3,4.5,7,0,0,0,0,0,0,0,0,0,0,0,2,1.0,0.9,0.0,0.2,1,0.0,0.2,1.0,0.2,247,91,MID
774,Anselmino,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,237,103,DEF
781,Mheuka,6,4,4.5,1,0,0,0,0,0,0,0,0,0,0,0,5,3.0,0.0,17.0,2.0,1,0.0,0.2,1.0,0.2,3039,901,FWD
782,Samuels-Smith,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,102,34,DEF
787,Genesis Antwi,6,2,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,23,8,DEF
11,Nketiah,7,4,5.9,698,1,2,2,11,0,0,0,3,0,0,1,130,112.2,134.7,318.0,56.1,35,1.0,2.2,1.8,5.9,297913,246181,FWD
160,Chilwell,7,2,4.6,49,0,0,0,1,0,0,0,1,0,0,0,10,17.0,15.6,9.0,4.2,2,0.5,0.5,0.7,0.4,50021,103857,DEF
190,Ahamada,7,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,6178,34892,MID
193,C.Doucouré,7,3,4.9,443,0,1,1,6,0,0,0,1,0,0,0,71,58.6,25.7,23.0,10.8,19,0.0,0.0,1.5,3.9,12853,19788,MID
194,C.Richards,7,2,4.4,1336,0,1,6,17,0,0,0,2,0,0,2,217,310.6,36.0,97.0,44.5,53,0.2,4.8,3.1,12.0,25493,24075,DEF
195,Chadi Riad,7,2,4.3,90,0,0,0,2,0,0,0,0,0,0,0,3,18.2,1.3,0.0,2.0,1,0.0,0.0,1.0,0.2,2476,14185,DEF
196,Clyne,7,2,4.3,392,0,0,1,9,0,0,0,1,0,0,0,42,56.8,36.6,5.0,9.7,16,0.1,0.0,1.5,3.7,9284,14607,DEF
197,Ebiowei,7,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,478,MID
199,Eze,7,3,6.7,1925,2,6,8,20,0,0,0,1,0,0,6,387,416.8,705.4,513.0,163.4,86,7.8,3.0,3.6,12.8,1552318,4017726,MID
200,Guéhi,7,2,4.7,2430,3,2,9,32,2,0,0,7,0,0,10,417,704.6,149.1,176.0,102.9,101,8.6,4.0,3.7,21.5,1205980,1018555,DEF
201,Henderson,7,1,4.6,2520,0,0,9,33,0,1,0,3,0,79,6,371,645.0,10.0,4.0,65.7,106,13.2,5.0,3.8,23.0,1500191,1751811,GKP
202,Holding,7,2,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,3729,10121,DEF
203,Hughes,7,3,4.9,1636,0,4,7,22,0,0,0,10,0,0,3,237,289.6,390.2,73.0,75.3,53,0.0,1.8,2.2,10.8,12809,14698,MID
205,Kamada,7,3,5.1,972,0,0,3,16,0,0,0,2,1,0,0,141,149.6,224.1,105.0,48.1,32,0.1,1.0,1.3,6.3,15258,60980,MID
206,Lerma,7,3,4.8,1538,0,0,5,19,0,0,0,5,0,0,0,209,242.0,136.0,165.0,54.1,38,0.0,1.8,1.7,7.9,8597,11789,MID
207,Mateta,7,4,7.5,2129,12,2,7,28,0,0,0,2,0,0,22,485,568.6,357.0,628.0,155.2,123,5.5,5.0,4.6,16.4,1987600,2030914,FWD
208,M.França,7,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,123055,116773,MID
209,Matthews,7,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.5,0.0,0.0,0.0,37132,80063,GKP
210,Mitchell,7,2,4.8,2399,0,4,10,31,0,0,0,2,0,0,4,382,490.0,464.7,127.0,108.5,97,2.0,4.8,3.5,20.2,286570,326894,DEF
211,Muñoz,7,2,5.0,2344,3,5,9,28,0,0,0,7,0,0,7,396,598.0,456.2,397.0,145.1,112,15.1,6.0,4.1,22.4,2110091,875625,DEF
212,Ozoh,7,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,313,MID
213,Rak-Sakyi,7,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,755,19668,MID
214,Schlupp,7,3,4.6,95,0,0,0,3,0,0,0,0,0,0,0,43,22.8,42.9,46.0,11.0,12,0.0,0.0,1.0,2.6,10674,18045,MID
215,Ward,7,2,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.1,0.0,0.0,0.0,4348,13732,DEF
216,Wharton,7,3,4.7,840,0,0,2,11,0,0,0,1,0,0,0,155,182.2,280.2,54.0,51.7,22,0.1,1.5,1.7,4.7,20373,55251,MID
445,Turner,7,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,8.8,0.0,0.0,0.0,309628,1194372,GKP
585,I.Sarr,7,3,5.6,1927,7,4,8,23,0,0,0,3,0,0,12,420,512.6,440.3,684.0,163.7,113,3.6,7.8,4.0,20.2,1133968,789395,MID
644,Umeh-Chibueze,7,3,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,7506,5761,MID
645,Devenny,7,3,4.5,311,1,0,0,4,0,0,0,0,0,0,1,84,87.4,74.2,45.0,20.9,22,0.1,0.8,1.6,4.9,40768,32035,MID
646,Agbinone,7,3,4.5,4,0,0,0,0,0,0,0,0,0,0,0,4,4.0,10.6,1.0,1.5,2,0.0,0.0,1.0,0.4,9074,7813,MID
647,Rodney,7,3,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,4558,3741,MID
650,Lacroix,7,2,4.5,2245,1,2,9,28,0,0,0,4,0,0,9,377,526.8,62.9,208.0,79.7,93,1.0,4.5,3.7,20.7,162910,70407,DEF
666,Kporha,7,2,4.0,11,0,0,0,1,0,0,0,0,0,0,0,1,8.0,4.6,0.0,1.3,2,0.0,0.0,1.0,0.5,5375,4527,DEF
676,Marsh,7,4,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.3,0.0,0.0,0.0,86069,63790,FWD
730,Esse,7,3,4.7,8,1,0,0,0,0,0,0,0,0,0,2,28,35.2,0.3,35.0,7.1,9,0.1,0.2,4.5,1.9,20795,13571,MID
741,Glasner,7,5,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,61,9.5,12.5,0.0,76.2,169746,43501,
156,Broja,8,4,5.3,166,0,0,0,2,0,0,0,1,0,0,0,10,12.8,28.9,31.0,6.6,6,0.0,0.2,1.0,1.1,10535,17051,FWD
217,A.Doucoure,8,3,5.1,1980,2,1,9,27,0,0,0,2,1,0,2,239,244.2,303.8,237.0,78.1,67,0.5,3.2,2.7,13.1,99417,97169,MID
218,Beto,8,4,5.1,920,6,0,2,17,0,0,0,1,0,0,9,217,277.8,88.0,447.0,80.5,62,7.9,4.0,3.0,12.2,1132132,312196,FWD
219,Branthwaite,8,2,4.8,1806,0,1,7,20,0,0,0,3,0,0,3,320,465.6,41.6,87.0,59.5,67,1.7,1.8,3.0,14.0,216739,280565,DEF
220,Calvert-Lewin,8,4,5.4,1571,3,2,8,17,0,0,0,2,0,0,3,147,191.0,124.7,527.0,83.6,59,1.1,0.0,2.7,10.9,1018713,1129657,FWD
221,Coleman,8,2,4.3,196,0,0,0,4,0,0,0,1,0,0,0,9,38.0,1.9,21.0,6.2,3,0.0,0.0,1.0,0.7,5109,8218,DEF
222,Gana,8,3,4.8,2266,0,3,8,33,0,0,0,6,0,0,5,390,411.8,266.5,100.0,77.8,70,0.4,2.8,2.5,14.6,110462,79651,MID
223,Garner,8,3,4.9,858,0,1,2,12,0,0,0,3,0,0,0,131,156.4,158.7,34.0,34.7,24,0.0,1.6,2.0,4.9,2970,3983,MID
224,Harrison,8,3,5.2,1498,1,2,4,22,0,0,0,0,0,0,3,207,215.6,391.0,238.0,83.8,58,0.2,4.2,2.3,11.2,33848,33541,MID
225,Holgate,8,2,4.0,5,0,0,0,1,0,0,0,0,0,0,0,-1,0.0,0.0,0.0,0.0,1,0.1,0.0,1.0,0.2,11786,51550,DEF
226,Iroegbunam,8,3,4.3,468,0,1,0,13,0,0,0,3,0,0,0,64,99.4,39.6,32.0,17.2,17,0.8,0.8,1.3,4.0,263592,219490,MID
227,J.Virginia,8,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.6,0.0,0.0,0.0,64841,71493,GKP
228,Keane,8,2,3.9,812,2,0,2,17,0,0,0,4,0,0,3,87,221.6,22.9,84.0,33.0,33,4.1,0.0,3.3,8.5,1504860,1324633,DEF
229,Maupay,8,4,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.2,0.0,0.0,0.0,20402,164281,FWD
230,McNeil,8,3,5.1,1140,3,5,4,21,0,0,0,1,0,0,6,299,287.4,547.4,169.0,100.5,65,1.2,0.0,5.0,12.7,1711653,1723708,MID
231,Mykolenko,8,2,4.4,2362,0,2,8,32,0,0,0,2,0,0,6,312,439.0,317.8,66.0,82.4,85,8.8,2.6,3.1,19.3,1285546,1191303,DEF
232,Ndiaye,8,4,5.2,1874,6,0,11,20,0,0,0,3,0,0,15,393,449.4,279.4,333.0,106.5,81,0.9,0.0,3.4,15.6,992386,925958,FWD
234,Patterson,8,2,4.4,124,0,0,0,2,0,0,0,0,0,0,0,28,28.0,36.9,8.0,7.3,7,0.0,0.0,1.0,1.6,2367,3816,DEF
235,Pickford,8,1,5.1,2610,0,1,9,36,0,2,0,6,0,85,10,433,775.6,20.3,0.0,79.4,116,18.6,2.2,4.0,22.7,2104547,1718832,GKP
236,Tarkowski,8,2,4.9,2601,1,1,9,36,0,0,0,4,0,0,7,408,763.6,164.2,192.0,112.5,95,3.7,1.8,3.3,19.4,554636,380127,DEF
237,Y. Chermiti,8,4,4.9,11,0,0,0,0,0,0,0,1,0,0,0,2,2.2,0.3,22.0,2.5,0,0.0,0.0,0.0,0.0,4149,4670,FWD
238,Young,8,2,4.4,1551,1,4,7,22,0,0,0,6,1,0,8,271,363.4,279.2,46.0,69.1,80,1.9,1.0,3.2,18.2,668458,514032,DEF
